"subject","sub_subject","book_name","author_name","page_number","text","word_count"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","355","x
Re C(xn)
v
Fig. 13-5. The real part of C(xn) as a function of x for a superposition
of several states of similar energy. (The spacing b is very small on the
scale of x shown.)
where meﬀis a constant. The extra “energy of motion” of the electron in a packet
depends on the velocity just as for a classical particle. The constant meﬀ—called
the “eﬀective mass”—is given by
meﬀ=
ℏ2
2Ab2 .
(13.20)
Also notice that we can write
meﬀv = ℏk.
(13.21)
If we choose to call meﬀv the “momentum,” it is related to the wave number k
in the way we have described earlier for a free particle.
Don’t forget that meﬀhas nothing to do with the real mass of an electron. It
may be quite diﬀerent—although in real crystals it often happens to turn out to
be the same general order of magnitude, about 2 to 20 times the free-space mass
of the electron.
We have now explained a remarkable mystery—how an electron in a crystal
(like an extra electron put into germanium) can ride right through the crystal
and ﬂow perfectly freely even though it has to hit all the atoms. It does so by
having its amplitudes going pip-pip-pip from one atom to the next, working its
way through the crystal. That is how a solid can conduct electricity.
13-4 An electron in a three-dimensional lattice
Let’s look for a moment at how we could apply the same ideas to see what
happens to an electron in three dimensions. The results turn out to be very
13-12","264"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","356","similar. Suppose we have a rectangular lattice of atoms with lattice spacings
of a, b, c in the three directions. (If you want a cubic lattice, take the three
spacings all equal.) Also suppose that the amplitude to leap in the x-direction to
a neighbor is (iAx/ℏ), to leap in the y-direction is (iAy/ℏ), and to leap in the
z-direction is (iAz/ℏ). Now how should we describe the base states? As in the
one-dimensional case, one base state is that the electron is at the atom whose
locations are x, y, z, where (x, y, z) is one of the lattice points. Choosing our
origin at one atom, these points are all at
x = nxa,
y = nyb,
and
z = nzc,
where nx, ny, nz are any three integers. Instead of using subscripts to indicate
such points, we will now just use x, y, and z, understanding that they take on
only their values at the lattice points. Thus the base state is represented by the
symbol | electron at x, y, z⟩, and the amplitude for an electron in some state | ψ⟩
to be in this base state is C(x, y, z) = ⟨electron at x, y, z | ψ⟩.
As before, the amplitudes C(x, y, z) may vary with time. With our assump-
tions, the Hamiltonian equations should be like this:
iℏdC(x, y, z)
dt
= E0C(x, y, z) −AxC(x + a, y, z) −AxC(x −a, y, z)
−AyC(x, y + b, z) −AyC(x, y −b, z)
−AzC(x, y, z + c) −AzC(x, y, z −c).
(13.22)
It looks rather long, but you can see where each term comes from.
Again we can try to ﬁnd a stationary state in which all the C’s vary with
time in the same way. Again the solution is an exponential:
C(x, y, z) = e−iEt/ℏei(kxx+kyy+kzz).
(13.23)
If you substitute this into (13.22) you see that it works, provided that the energy E
is related to kx, ky, and kz in the following way:
E = E0 −2Ax cos kxa −2Ay cos kyb −2Az cos kzc.
(13.24)
The energy now depends on the three wave numbers kx, ky, kz, which, incidentally,
are the components of a three-dimensional vector k.
In fact, we can write
Eq. (13.23) in vector notation as
C(x, y, z) = e−iEt/ℏeik·r.
(13.25)
13-13","388"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","357","The amplitude varies as a complex plane wave in three dimensions, moving in
the direction of k, and with the wave number k = (kx + ky + kz)1/2.
The energy associated with these stationary states depends on the three
components of k in the complicated way given in Eq. (13.24). The nature, of
the variation of E with k depends on relative signs and magnitudes of Ax, Ay,
and Az. If these three numbers are all positive, and if we are interested in small
values of k, the dependence is relatively simple.
Expanding the cosines as we did before to get Eq. (13.16), we can now get
that
E = Emin + Axa2k2
x + Ayb2k2
y + Azc2k2
z.
(13.26)
For a simple cubic lattice with lattice spacing a we expect that Ax and Ay
and Az would be equal—say all are just A—and we would have just
E = Emin + Aa2(k2
x + k2
y + k2
z),
or
E = Emin + Aa2k2.
(13.27)
This is just like Eq. (13.16). Following the arguments used there, we would
conclude that an electron packet in three dimensions (made up by superposing
many states with nearly equal energies) also moves like a classical particle with
some eﬀective mass.
In a crystal with a lower symmetry than cubic (or even in a cubic crystal
in which the state of the electron at each atom is not symmetrical) the three
coeﬃcients Ax, Ay, and Az are diﬀerent. Then the “eﬀective mass” of an electron
localized in a small region depends on its direction of motion. It could, for
instance, have a diﬀerent inertia for motion in the x-direction than for motion
in the y-direction. (The details of such a situation are sometimes described in
terms of an “eﬀective mass tensor.”)
13-5 Other states in a lattice
According to Eq. (13.24) the electron states we have been talking about can
have energies only in a certain “band” of energies which covers the energy range
from the minimum energy
E0 −2(Ax + Ay + Az)
13-14","344"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","358","to the maximum energy
E0 + 2(Ax + Ay + Az).
Other energies are possible, but they belong to a diﬀerent class of electron states.
For the states we have described, we imagined base states in which an electron is
placed on an atom of the crystal in some particular state, say the lowest energy
state.
If you have an atom in empty space, and add an electron to make an ion,
the ion can be formed in many ways. The electron can go on in such a way as
to make the state of lowest energy, or it can go on to make one or another of
many possible “excited states” of the ion each with a deﬁnite energy above the
lowest energy. The same thing can happen in a crystal. Let’s suppose that the
energy E0 we picked above corresponds to base states which are ions of the lowest
possible energy. We could also imagine a new set of base states in which the
electron sits near the nth atom in a diﬀerent way—in one of the excited states
of the ion—so that the energy E0 is now quite a bit higher. As before there is
some amplitude A (diﬀerent from before) that the electron will jump from its
excited state at one atom to the same excited state at a neighboring atom. The
whole analysis goes as before; we ﬁnd a band of possible energies centered at a
higher energy. There can, in general, be many such bands each corresponding to
a diﬀerent level of excitation.
There are also other possibilities. There may be some amplitude that the
electron jumps from an excited condition at one atom to an unexcited condition at
the next atom. (This is called an interaction between bands.) The mathematical
theory gets more and more complicated as you take into account more and more
bands and add more and more coeﬃcients for leakage between the possible states.
No new ideas are involved, however; the equations are set up much as we have
done in our simple example.
We should remark also that there is not much more to be said about the various
coeﬃcients, such as the amplitude A, which appear in the theory. Generally they
are very hard to calculate, so in practical cases very little is known theoretically
about these parameters and for any particular real situation we can only take
values determined experimentally.
There are other situations where the physics and mathematics are almost
exactly like what we have found for an electron moving in a crystal, but in which
the “object” that moves is quite diﬀerent. For instance, suppose that our original
crystal—or rather linear lattice—was a line of neutral atoms, each with a loosely
13-15","457"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","359","bound outer electron. Then imagine that we were to remove one electron. Which
atom has lost its electron? Let Cn now represent the amplitude that the electron
is missing from the atom at xn. There will, in general, be some amplitude iA/ℏ
that the electron at a neighboring atom—say the (n −1)st atom—will jump to
the nth leaving the (n −1)st atom without its electron. This is the same as
saying that there is an amplitude A for the “missing electron” to jump from the
nth atom to the (n −1)st atom. You can see that the equations will be exactly
the same—of course, the value of A need not be the same as we had before.
Again we will get the same formulas for the energy levels, for the “waves” of
probability which move through the crystal with the group velocity of Eq. (13.18),
for the eﬀective mass, and so on. Only now the waves describe the behavior of the
missing electron—or “hole” as it is called. So a “hole” acts just like a particle with
a certain mass meﬀ. You can see that this particle will appear to have a positive
charge. We’ll have some more to say about such holes in the next chapter.
As another example, we can think of a line of identical neutral atoms one of
which has been put into an excited state—that is, with more than its normal
ground state energy.
Let Cn be the amplitude that the nth atom has the
excitation. It can interact with a neighboring atom by handing over to it the
extra energy and returning to the ground state. Call the amplitude for this
process iA/ℏ. You can see that it’s the same mathematics all over again. Now
the object which moves is called an exciton. It behaves like a neutral “particle”
moving through the crystal, carrying the excitation energy. Such motion may
be involved in certain biological processes such as vision, or photosynthesis. It
has been guessed that the absorption of light in the retina produces an “exciton”
which moves through some periodic structure (such as the layers in the rods we
described in Chapter 36, Vol. I; see Fig. 36-5) to be accumulated at some special
station where the energy is used to induce a chemical reaction.
13-6 Scattering from imperfections in the lattice
We want now to consider the case of a single electron in a crystal which is not
perfect. Our earlier analysis says that perfect crystals have perfect conductivity—
that electrons can go slipping through the crystal, as in a vacuum, without friction.
One of the most important things that can stop an electron from going on forever
is an imperfection or irregularity in the crystal. As an example, suppose that
somewhere in the crystal there is a missing atom; or suppose that someone put
one wrong atom at one of the atomic sites so that things there are diﬀerent
13-16","489"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","360","than at the other atomic sites. Say the energy E0 or the amplitude A could be
diﬀerent. How would we describe what happens then?
To be speciﬁc, we will return to the one-dimensional case and we will assume
that atom number “zero” is an “impurity” atom and has a diﬀerent value of E0
than any of the other atoms. Let’s call this energy (E0 + F). What happens?
When an electron arrives at atom “zero” there is some probability that the
electron is scattered backwards. If a wave packet is moving along and it reaches
a place where things are a little bit diﬀerent, some of it will continue onward and
some of it will bounce back. It’s quite diﬃcult to analyze such a situation using
a wave packet, because everything varies in time. It is much easier to work with
steady-state solutions. So we will work with stationary states, which we will ﬁnd
can be made up of continuous waves which have transmitted and reﬂected parts.
In three dimensions we would call the reﬂected part the scattered wave, since it
would spread out in various directions.
We start out with a set of equations which are just like the ones in Eq. (13.6)
except that the equation for n = 0 is diﬀerent from all the rest. The ﬁve equations
for n = −2, −1, 0, +1, and +2 look like this:
...
...
Ea−2 = E0a−2 −Aa−1 −Aa−3,
Ea−1 = E0a−1 −Aa0 −Aa−2,
Ea0 = (E0 + F)a0 −Aa1 −Aa−1,
Ea1 = E0a1 −Aa2 −Aa0,
Ea2 = E0a2 −Aa3 −Aa1,
...
...
(13.28)
There are, of course, all the other equations for |n| is greater than 2. They will
look just like Eq. (13.6).
For the general case, we really ought to use a diﬀerent A for the amplitude
that the electron jumps to or from atom “zero,” but the main features of what
goes on will come out of a simpliﬁed example in which all the A’s are equal.
Equation (13.10) would still work as a solution for all of the equations except
the one for atom “zero”—it isn’t right for that one equation. We need a diﬀerent
solution which we can cook up in the following way. Equation (13.10) represents
13-17","375"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","361","a wave going in the positive x-direction. A wave going in the negative x-direction
would have been an equally good solution. It would be written
a(xn) = e−ikxn.
The most general solution we could have taken for Eq. (13.6) would be a combi-
nation of a forward and a backward wave, namely
an = αeikxn + βe−ikxn.
(13.29)
This solution represents a complex wave of amplitude α moving in the +x-
direction and a wave of amplitude β moving in the −x-direction.
Now take a look at the set of equations for our new problem—the ones
in (13.28) together with those for all the other atoms. The equations involving an’s
with n ≤−1 are all satisﬁed by Eq. (13.29), with the condition that k is related
to E and the lattice spacing b by
E = E0 −2A cos kb.
(13.30)
The physical meaning is an “incident” wave of amplitude α approaching atom
“zero” (the “scatterer”) from the left, and a “scattered” or “reﬂected” wave of
amplitude β going back toward the left. We do not loose any generality if we set
the amplitude α of the incident wave equal to 1. Then the amplitude β is, in
general, a complex number.
We can say all the same things about the solutions of an for n ≥1. The
coeﬃcients could be diﬀerent, so we would have for them
an = γeikxn + δe−ikxn,
for
n ≥1.
(13.31)
Here, γ is the amplitude of a wave going to the right and δ a wave coming from
the right. We want to consider the physical situation in which a wave is originally
started only from the left, and there is only a “transmitted” wave that comes out
beyond the scatterer—or impurity atom. We will try for a solution in which δ = 0.
We can, certainly, satisfy all of the equations for the an except for the middle
three in Eq. (13.28) by the following trial solutions.
an (for n < 0) = eikxn + βe−ikxn,
an (for n > 0) = γeikxn.
(13.32)
The situation we are talking about is illustrated in Fig. 13-6.
13-18","354"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","362","n →−4
−3
−2
−1
0
1
2
3
4
1
β
γ
INCIDENT WAVE
SCATTERED WAVE
TRANSMITTED WAVE
Fig. 13-6. Waves in a one-dimensional lattice with one “impurity”
atom at n = 0.
By using the formulas in Eq. (13.32) for a−1 and a+1, the three middle
equations of Eq. (13.28) will allow us to solve for a0 and also for the two coeﬃcients
β and γ. So we have found a complete solution. Setting xn = nb, we have to
solve the three equations
(E −E0){eik(−b) + βe−ik(−b)} = −A{a0 + eik(−2b) + βe−ik(−2b)},
(E −E0 −F)a0 = −A{γeikb + eik(−b) + βe−ik(−b)},
(E −E0)γeikb = −A{γeik(2b) + a0}.
(13.33)
Remember that E is given in terms of k by Eq. (13.30). If you substitute this
value for E into the equations, and remember that cos x = 1
2(eix + e−ix), you
get from the ﬁrst equation that
a0 = 1 + β,
(13.34)
and from the third equation that
a0 = γ.
(13.35)
These are consistent only if
γ = 1 + β.
(13.36)
This equation says that the transmitted wave (γ) is just the original incident
wave (1) with an added wave (β) equal to the reﬂected wave. This is not always
true, but happens to be so for a scattering at one atom only. If there were a
clump of impurity atoms, the amount added to the forward wave would not
necessarily be the same as the reﬂected wave.
13-19","246"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","363","We can get the amplitude β of the reﬂected wave from the middle equation
of Eq. (13.33); we ﬁnd that
β =
−F
F −2iA sin kb.
(13.37)
We have the complete solution for the lattice with one unusual atom.
You may be wondering how the transmitted wave can be “more” than the
incident wave as it appears in Eq. (13.34). Remember, though, that β and γ are
complex numbers and that the number of particles (or rather, the probability
of ﬁnding a particle) in a wave is proportional to the absolute square of the
amplitude. In fact, there will be “conservation of electrons” only if
|β|2 + |γ|2 = 1.
(13.38)
You can show that this is true for our solution.
13-7 Trapping by a lattice imperfection
There is another interesting situation that can arise if F is a negative number.
If the energy of the electron is lower at the impurity atom (at n = 0) than it
is anywhere else, then the electron can get caught on this atom. That is, if
(E0 + F) is below the bottom of the band at (E0 −2A), then the electron can
get “trapped” in a state with E < E0 −2A. Such a solution cannot come out of
what we have done so far. We can get this solution, however, if we permit the
trial solution we took in Eq. (13.10) to have an imaginary number for k. Let’s
set k = ±iκ. Again, we can have diﬀerent solutions for n < 0 and for n > 0. A
possible solution for n < 0 might be
an (for n < 0) = ce+κxn.
(13.39)
We have to take a plus sign in the exponent; otherwise the amplitude would get
indeﬁnitely large for large negative values of n. Similarly, a possible solution
for n > 0 would be
an (for n > 0) = c′e−κxn.
(13.40)
If we put these trial solutions into Eq. (13.28) all but the middle three are
satisﬁed provided that
E = E0 −A(eκb + e−κb).
(13.41)
13-20","343"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","364","Since the sum of the two exponential terms is always greater than 2, this energy
is below the regular band, and is what we are looking for. The remaining three
equations in Eq. (13.28) are satisﬁed if a0 = c = c′ and if κ is chosen so that
A(eκb −e−κb) = −F.
(13.42)
Combining this equation with Eq. (13.41) we can ﬁnd the energy of the trapped
electron; we get
E = E0 −
p
4A2 + F 2.
(13.43)
The trapped electron has a unique energy—located somewhat below the conduc-
tion band.
Notice that the amplitudes we have in Eq. (13.39) and (13.40) do not say that
the trapped electron sits right on the impurity atom. The probability of ﬁnding
the electron at nearby atoms is given by the square of these amplitudes. For one
particular choice of the parameters it might vary as shown in the bar graph of
Fig. 13-7. The probability is greatest for ﬁnding the electron on the impurity atom.
For nearby atoms the probability drops oﬀexponentially with the distance from
the impurity atom. This is another example of “barrier penetration.” From the
point-of-view of classical physics the electron doesn’t have enough energy to get
away from the energy “hole” at the trapping center. But quantum mechanically
it can leak out a little way.
n →−4
−3
−2
−1
0
1
2
3
4
x
PROBABILITY
Impurity Atom
c2e+2κx
c2e−2κx
Fig. 13-7. The relative probabilities of ﬁnding a trapped electron at
atomic sites near the trapping impurity atom.
13-8 Scattering amplitudes and bound states
Finally, our example can be used to illustrate a point which is very useful
these days in the physics of high-energy particles. It has to do with a relationship
13-21","290"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","365","between scattering amplitudes and bound states. Suppose we have discovered—
through experiment and theoretical analysis—the way that pions scatter from
protons. Then a new particle is discovered and someone wonders whether maybe
it is just a combination of a pion and a proton held together in some bound state
(in an analogy to the way an electron is bound to a proton to make a hydrogen
atom). By a bound state we mean a combination which has a lower energy than
the two free-particles.
There is a general theory which says that a bound state will exist at that energy
at which the scattering amplitude becomes inﬁnite if extrapolated algebraically
(the mathematical term is “analytically continued”) to energy regions outside of
the permitted band.
The physical reason for this is as follows. A bound state is a situation in
which there are only waves tied on to a point and there’s no wave coming in to
get it started, it just exists there by itself. The relative proportion between the
so-called “scattered” or created wave and the wave being “sent in” is inﬁnite.
We can test this idea in our example. Let’s write our expression Eq. (13.37) for
the scattered amplitude directly in terms of the energy E of the particle being
scattered (instead of in terms of k). Since Equation (13.30) can be rewritten as
2A sin kb =
p
4A2 −(E −E0)2,
the scattered amplitude is
β =
−F
F −i
p
4A2 −(E −E0)2 .
(13.44)
From our derivation, this equation should be used only for real states—those with
energies in the energy band, E = E0 ± 2A. But suppose we forget that fact and
extend the formula into the “unphysical” energy regions where |E −E0| > 2A.
For these unphysical regions we can write†
p
4A2 −(E −E0)2 = i
p
(E −E0)2 −4A2.
Then the “scattering amplitude,” whatever it may mean, is
β =
−F
F +
p
(E −E0)2 −4A2 .
(13.45)
† The sign of the root to be chosen here is a technical point related to the allowed signs of κ
in Eqs. (13.39) and (13.40). We won’t go into it here.
13-22","362"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","366","Now we ask: Is there any energy E for which β becomes inﬁnite (i.e., for which
the expression for β has a “pole”)? Yes, so long as F is negative, the denominator
of Eq. (13.45) will be zero when
(E −E0)2 −4A2 = F 2,
or when
E = E0 ±
p
4A2 + F 2.
The minus sign gives just the energy we found in Eq. (13.43) for the trapped
energy.
What about the plus sign? This gives an energy above the allowed energy
band. And indeed there is another bound state there which we missed when we
solved the equations of Eq. (13.28). We leave it as a puzzle for you to ﬁnd the
energy and amplitudes an for this bound state.
The relation between scattering and bound states provides one of the most
useful clues in the current search for an understanding of the experimental
observations about the new strange particles.
13-23","155"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","367","14
Semiconductors
Reference: C. Kittel, Introduction to Solid State Physics, John Wiley and
Sons, Inc., New York, 2nd ed., 1956. Chapters 13, 14, and 18.
14-1 Electrons and holes in semiconductors
One of the remarkable and dramatic developments in recent years has been the
application of solid state science to technical developments in electrical devices
such as transistors. The study of semiconductors led to the discovery of their
useful properties and to a large number of practical applications. The ﬁeld is
changing so rapidly that what we tell you today may be incorrect next year. It
will certainly be incomplete. And it is perfectly clear that with the continuing
study of these materials many new and more wonderful things will be possible as
time goes on. You will not need to understand this chapter for what comes later
in this volume, but you may ﬁnd it interesting to see that at least something of
what you are learning has some relation to the practical world.
There are large numbers of semiconductors known, but we’ll concentrate on
those which now have the greatest technical application. They are also the ones
that are best understood, and in understanding them we will obtain a degree
of understanding of many of the others. The semiconductor substances in most
common use today are silicon and germanium. These elements crystallize in the
diamond lattice, a kind of cubic structure in which the atoms have tetrahedral
bonding with their four nearest neighbors.
They are insulators at very low
temperatures—near absolute zero—although they do conduct electricity somewhat
at room temperature. They are not metals; they are called semiconductors.
If we somehow put an extra electron into a crystal of silicon or germanium
which is at a low temperature, we will have just the situation we described in the
last chapter. The electron will be able to wander around in the crystal jumping
from one atomic site to the next. Actually, we have looked only at the behavior of
14-1","331"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","368","electrons in a rectangular lattice, and the equations would be somewhat diﬀerent
for the real lattice of silicon or germanium. All of the essential points are, however,
illustrated by the results for the rectangular lattice.
As we saw in Chapter 13, these electrons can have energies only in a certain
energy band—called the conduction band. Within this band the energy is related
to the wave-number k of the probability amplitude C (see Eq. (13.24)) by
E = E0 −2Ax cos kxa −2Ay cos kyb −2Az cos kzc.
(14.1)
The A’s are the amplitudes for jumping in the x-, y-, and z-directions, and a, b,
and c are the lattice spacings in these directions.
For energies near the bottom of the band, we can approximate Eq. (14.1) by
E = Emin + Axa2k2
x + Ayb2k2
y + Azc2k2
z
(14.2)
(see Section 13-4).
If we think of electron motion in some particular direction, so that the
components of k are always in the same ratio, the energy is a quadratic function
of the wave number—and as we have seen of the momentum of the electron. We
can write
E = Emin + αk2,
(14.3)
where α is some constant, and we can make a graph of E versus k as in Fig. 14-1.
We’ll call such a graph an “energy diagram.” An electron in a particular state of
energy and momentum can be indicated by a point such as S in the ﬁgure.
k
E
Emin
S
Fig. 14-1. The energy diagram for an electron in an insulating crystal.
14-2","260"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","369","As we also mentioned in Chapter 13, we can have a similar situation if we
remove an electron from a neutral insulator. Then, an electron can jump over
from a nearby atom and ﬁll the “hole,” but leaving another “hole” at the atom
it started from. We can describe this behavior by writing an amplitude to ﬁnd
the hole at any particular atom, and by saying that the hole can jump from
one atom to the next. (Clearly, the amplitudes A that the hole jumps from
atom a to atom b is just the same as the amplitude that an electron on atom b
jumps into the hole at atom a.) The mathematics is just the same for the hole
as it was for the extra electron, and we get again that the energy of the hole is
related to its wave number by an equation just like Eq. (14.1) or (14.2), except,
of course, with diﬀerent numerical values for the amplitudes Ax, Ay, and Az.
The hole has an energy related to the wave number of its probability amplitudes.
Its energy lies in a restricted band, and near the bottom of the band its energy
varies quadratically with the wave number—or momentum—just as in Fig. 14-1.
Following the arguments of Section 13-3, we would ﬁnd that the hole also behaves
like a classical particle with a certain eﬀective mass—except that in noncubic
crystals the mass depends on the direction of motion. So the hole behaves like a
positive particle moving through the crystal. The charge of the hole-particle is
positive, because it is located at the site of a missing electron; and when it moves
in one direction there are actually electrons moving in the opposite direction.
If we put several electrons into a neutral crystal, they will move around much
like the atoms of a low-pressure gas. If there are not too many, their interactions
will not be very important. If we then put an electric ﬁeld across the crystal, the
electrons will start to move and an electric current will ﬂow. Eventually they
would all be drawn to one edge of the crystal, and, if there is a metal electrode
there, they would be collected, leaving the crystal neutral.
Similarly we could put many holes into a crystal. They would roam around
at random unless there is an electric ﬁeld. With a ﬁeld they would ﬂow toward
the negative terminal, and would be “collected”—what actually happens is that
they are neutralized by electrons from the metal terminal.
One can also have both holes and electrons together. If there are not too
many, they will all go their way independently. With an electric ﬁeld, they will all
contribute to the current. For obvious reasons, electrons are called the negative
carriers and the holes are called the positive carriers.
We have so far considered that electrons are put into the crystal from the
outside, or are removed to make a hole. It is also possible to “create” an electron-
hole pair by taking a bound electron away from one neutral atom and putting it
14-3","516"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","370","some distance away in the same crystal. We then have a free electron and a free
hole, and the two can move about as we have described.
E
k
S
E−
min
E−
Fig. 14-2. The energy E−is required to “create” a free electron.
The energy required to put an electron into a state S—we say to “create” the
state S—is the energy E−shown in Fig. 14-2. It is some energy above E−
min. The
energy required to “create” a hole in some state S′ is the energy E+ of Fig. 14-3,
which is some energy greater than E+
min. Now if we create a pair in the states S
and S′, the energy required is just E−+ E+.
E
k
S′
E+
min
E+
Fig. 14-3. The energy E+ is required to “create” a hole in the state S′.
14-4","141"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","371","The creation of pairs is a common process (as we will see later), so many
people like to put Fig. 14-2 and Fig. 14-3 together on the same graph—with the
hole energy plotted downward, although it is, of course a positive energy. We
have combined our two graphs in this way in Fig. 14-4. The advantage of such
a graph is that the energy Epair = E−+ E+ required to create a pair with the
electron in S and the hole in S′ is just the vertical distance between S and S′ as
shown in Fig. 14-4. The minimum energy required to create a pair is called the
“gap” energy and is equal to E−
min + E+
min.
k
E−(electron)
E+ (hole)
(Positive energy downward)
ELECTRON
HOLE
E−
min
E+
min
Epair
S
S′
Fig. 14-4. Energy diagrams for an electron and a hole drawn together.
14-5","148"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","372","Sometimes you will see a simpler diagram called an energy level diagram which
is drawn when people are not interested in the k variable. Such a diagram—shown
in Fig. 14-5—just shows the possible energies for the electrons and holes.†
How can electron-hole pairs be created? There are several ways. For example,
photons of light (or x-rays) can be absorbed and create a pair if the photon
E−(electron)
E+ (hole)
E−
min
E+
min
Egap
STATE S
STATE S′
ELECTRON
CONDUCTION
BAND
HOLE
CONDUCTION
BAND
Fig. 14-5. Energy level diagram for electrons and holes.
† In many books this same energy diagram is interpreted in a diﬀerent way. The energy
scale refers only to electrons. Instead of thinking of the energy of the hole, they think of the
energy an electron would have if it ﬁlled the hole. This energy is lower than the free-electron
energy—in fact, just the amount lower that you see in Fig. 14-5. With this interpretation of
the energy scale, the gap energy is the minimum energy which must be given to an electron to
move it from its bound state to the conduction band.
14-6","189"
"Physics","Quantum Mechanics","The Feynman Lectures on Physics - Vol 3 - Quantum Mechanics","Richard Feynman","373","energy is above the energy of the gap. The rate at which pairs are produced is
proportional to the light intensity. If two electrodes are plated on a wafer of the
crystal and a “bias” voltage is applied, the electrons and holes will be drawn to
the electrodes. The circuit current will be proportional to the intensity of the
light. This mechanism is responsible for the phenomenon of photoconductivity
and the operation of photoconductive cells.
Electron hole pairs can also be produced by high-energy particles. When a
fast-moving charged particle—for instance, a proton or a pion with an energy
of tens or hundreds of MeV—goes through a crystal, its electric ﬁeld will knock
electrons out of their bound states creating electron-hole pairs. Such events occur
hundreds of thousands of times per millimeter of track. After the passage of
the particle, the carriers can be collected and in doing so will give an electrical
pulse. This is the mechanism at play in the semiconductor counters recently
put to use for experiments in nuclear physics. Such counters do not require
semiconductors, they can also be made with crystalline insulators. In fact, the
ﬁrst of such counters was made using a diamond crystal which is an insulator
at room temperature. Very pure crystals are required if the holes and electrons
are to be able to move freely to the electrodes without being trapped. The
semiconductors silicon and germanium are used because they can be produced
with high purity in reasonable large sizes (centimeter dimensions).
So far we have been concerned with semiconductor crystals at temperatures
near absolute zero. At any ﬁnite temperature there is still another mechanism
by which electron-hole pairs can be created. The pair energy can be provided
from the thermal energy of the crystal. The thermal vibrations of the crystal
can transfer their energy to a pair—giving rise to “spontaneous” creation.
The probability per unit time that the energy as large as the gap energy Egap
will be concentrated at one atomic site is proportional to e−Egap/κT , where T
is the temperature and κ is Boltzmann’s constant (see Chapter 40, Vol. I).
Near absolute zero there is no appreciable probability, but as the tempera-
ture rises there is an increasing probability of producing such pairs. At any
ﬁnite temperature the production should continue forever at a constant rate
giving more and more negative and positive carriers. Of course that does not
happen because after a while the electrons and holes accidentally ﬁnd each other—
the electron drops into the hole and the excess energy is given to the lattice.
We say that the electron and hole “annihilate.” There is a certain probability
per second that a hole meets an electron and the two things annihilate each
other.
14-7","459"
